year,GEOID,tot_units,tot_vac_units,pct_vac,tot_occ_units,renter_occ_units,pct_rent,tot_pop_rou,med_hh_inc_rou,med_hh_inc_rou_2020_adj,med_yr_blt_rou,med_yr_moved_in_rou,med_gross_rent,med_gross_rent_2020_adj,med_rent_burden,tot_college_degree_rou,pct_college_deg_rou,tot_wh_rou,pct_wh_rou,tot_bl_rou,pct_bl_rou,tot_asn_rou,pct_asn_rou,tot_ltx_rou,pct_ltx_rou,tot_hh,tot_hh_pov,pct_pov
2020,11377,33644,2043,0.06,31601,21667,0.69,57690,56247,56247,1950,2012,1529,1529,31.5,6310,0.29,4525,0.21,868,0.04,6605,0.3,9402,0.43,31601,3142,0.1
2012,11378,13805,1400,0.11,12405,5884,0.47,13669,47440,53477,1947,2005,1307,1473,32.5,1263,0.21,3409,0.58,88,0.01,311,0.05,2049,0.35,12405,1382,0.11
2013,11378,13863,1244,0.1,12619,5978,0.47,13706,43105,47889,1947,2005,1338,1486,33.6,1246,0.21,3306,0.55,110,0.02,348,0.06,2167,0.36,12619,1536,0.12
2014,11378,13711,1206,0.1,12505,6022,0.48,13100,42048,45969,1948,2006,1375,1503,36.7,1416,0.24,3253,0.54,164,0.03,391,0.06,2151,0.36,12505,1674,0.13
2015,11378,13563,1152,0.09,12411,5998,0.48,13479,41278,45074,1946,2007,1402,1531,37,1535,0.26,3040,0.51,162,0.03,415,0.07,2317,0.39,12411,1752,0.14
2016,11378,13629,1123,0.09,12506,6174,0.49,14918,45908,49505,1946,2009,1447,1560,34.5,1565,0.25,3037,0.49,189,0.03,479,0.08,2353,0.38,12506,1581,0.13
2017,11378,13833,1210,0.1,12623,5995,0.47,15845,54660,57713,1945,2010,1501,1585,33.1,1586,0.26,2931,0.49,145,0.02,453,0.08,2329,0.39,12623,1335,0.11
2018,11378,13871,1267,0.1,12604,6192,0.49,17294,59615,61444,1947,2011,1600,1649,32.4,1725,0.28,3059,0.49,160,0.03,437,0.07,2379,0.38,12604,1240,0.1
2019,11378,13889,1188,0.09,12701,6153,0.48,17968,63813,64600,1946,2012,1647,1667,31.1,1574,0.26,2971,0.48,111,0.02,436,0.07,2450,0.4,12701,1162,0.09
2020,11378,14180,1293,0.1,12887,5874,0.46,17838,64594,64594,1949,2013,1668,1668,30.6,1500,0.26,2687,0.46,104,0.02,482,0.08,2439,0.42,12887,1108,0.09
2012,11379,14599,1020,0.08,13579,5602,0.41,13021,51521,58077,1953,2004,1308,1474,28.7,1560,0.28,3888,0.69,141,0.03,240,0.04,1383,0.25,13579,1197,0.09
2013,11379,14671,1023,0.07,13648,5592,0.41,13022,50781,56417,1955,2005,1329,1476,29.7,1683,0.3,3870,0.69,132,0.02,282,0.05,1350,0.24,13648,1200,0.09
2014,11379,14707,1025,0.07,13682,5572,0.41,13041,55679,60871,1956,2006,1359,1486,29.1,1699,0.3,3707,0.67,112,0.02,254,0.05,1527,0.27,13682,1395,0.1
2015,11379,14630,1102,0.08,13528,5498,0.41,12735,52725,57573,1955,2007,1353,1477,29.4,1654,0.3,3559,0.65,117,0.02,276,0.05,1564,0.28,13528,1308,0.1
2016,11379,14573,1117,0.08,13456,5276,0.39,12384,58190,62749,1956,2009,1400,1510,28,1590,0.3,3294,0.62,73,0.01,286,0.05,1589,0.3,13456,1302,0.1
2017,11379,14690,1162,0.09,13528,5210,0.39,12748,63929,67500,1957,2010,1449,1530,27.8,1749,0.34,3071,0.59,73,0.01,273,0.05,1744,0.33,13528,1145,0.08
2018,11379,14614,1110,0.08,13504,5286,0.39,13149,65424,67431,1957,2011,1518,1565,28,1713,0.32,3158,0.6,53,0.01,267,0.05,1740,0.33,13504,1195,0.09
2019,11379,14419,1046,0.08,13373,5415,0.4,13525,65017,65819,1957,2011,1585,1605,28.1,1827,0.34,3269,0.6,104,0.02,303,0.06,1770,0.33,13373,1149,0.09
2020,11379,14685,1124,0.08,13561,5437,0.4,14048,68681,68681,1958,2012,1696,1696,28.6,2004,0.37,3246,0.6,107,0.02,300,0.06,1821,0.33,13561,1003,0.07
2012,11385,37295,2770,0.08,34525,24303,0.7,68198,45678,51491,1939,2004,1238,1396,31.3,4760,0.2,11152,0.46,793,0.03,1158,0.05,11177,0.46,34525,5642,0.16
2013,11385,37538,2916,0.08,34622,24729,0.71,68849,44319,49238,1939,2004,1247,1385,32.2,5112,0.21,11506,0.47,683,0.03,1214,0.05,11227,0.45,34622,5932,0.17
2014,11385,37741,3136,0.09,34605,24365,0.7,69323,47251,51657,1939,2005,1276,1395,30.7,5565,0.23,11524,0.47,698,0.03,1205,0.05,10819,0.44,34605,5774,0.17
2015,11385,38086,3149,0.09,34937,24197,0.69,69592,49238,53766,1939,2007,1294,1413,29.9,5819,0.24,11561,0.48,688,0.03,1106,0.05,10787,0.45,34937,5382,0.15
2016,11385,38089,3170,0.09,34919,23997,0.69,69696,52312,56411,1939,2009,1337,1442,29.1,6219,0.26,11541,0.48,661,0.03,1191,0.05,10559,0.44,34919,5093,0.15
2017,11385,38073,3080,0.09,34993,23770,0.68,71029,58613,61887,1939,2010,1399,1477,28.7,6521,0.27,11451,0.48,662,0.03,1257,0.05,10445,0.44,34993,4614,0.13
2018,11385,38325,3199,0.09,35126,23854,0.68,71779,64361,66336,0,2011,1477,1522,28.3,7007,0.29,11379,0.48,723,0.03,1295,0.05,10443,0.44,35126,4068,0.12
2019,11385,38571,3070,0.09,35501,24364,0.69,72797,67429,68261,0,2011,1573,1592,28.4,7687,0.32,11567,0.47,796,0.03,1257,0.05,10782,0.44,35501,3849,0.11
2020,11385,38469,2880,0.08,35589,24521,0.69,71183,70738,70738,0,2012,1626,1626,27.9,8126,0.33,11264,0.46,779,0.03,1344,0.05,11087,0.45,35589,3840,0.11
2012,11411,6534,345,0.06,6189,1020,0.16,2719,57083,64347,1947,2004,1220,1375,30.3,238,0.23,11,0.01,917,0.9,7,0.01,81,0.08,6189,279,0.05
2013,11411,6468,360,0.06,6108,1108,0.18,2944,53500,59438,1948,2005,1252,1391,31.6,290,0.26,13,0.01,1020,0.92,8,0.01,62,0.06,6108,255,0.04
2014,11411,6423,336,0.06,6087,1100,0.18,3184,54125,59172,1947,2005,1363,1490,31.8,293,0.27,12,0.01,1012,0.92,8,0.01,53,0.05,6087,266,0.04
2015,11411,6393,371,0.06,6022,984,0.16,2794,50156,54768,1950,2006,1377,1504,33.5,282,0.29,16,0.02,879,0.89,7,0.01,88,0.09,6022,292,0.05
2016,11411,6370,336,0.06,6034,917,0.15,2712,55417,59759,1950,2007,1438,1551,30.3,240,0.26,17,0.02,814,0.89,7,0.01,80,0.09,6034,298,0.05
2017,11411,6288,236,0.04,6052,881,0.15,2807,61250,64671,1950,2007,1556,1643,28.6,343,0.39,5,0.01,803,0.91,0,0,76,0.09,6052,371,0.06
2018,11411,6482,212,0.03,6270,880,0.14,2790,61563,63452,1949,2007,1531,1578,30.5,304,0.35,9,0.01,754,0.86,0,0,121,0.14,6270,379,0.06
2019,11411,6483,257,0.04,6226,847,0.14,2597,61708,62469,1948,2007,1575,1594,32,270,0.32,10,0.01,758,0.89,0,0,92,0.11,6226,363,0.06
2020,11411,6366,183,0.03,6183,800,0.13,2398,57500,57500,1950,2007,1352,1352,32,238,0.3,4,0,727,0.91,0,0,63,0.08,6183,372,0.06
2012,11412,12078,1042,0.09,11036,2638,0.24,7238,38625,43540,1948,2004,1158,1305,32.1,571,0.22,33,0.01,2353,0.89,32,0.01,129,0.05,11036,1017,0.09
2013,11412,11966,932,0.08,11034,2735,0.25,8170,41031,45585,1950,2005,1257,1397,32.6,551,0.2,34,0.01,2450,0.9,14,0.01,181,0.07,11034,1021,0.09
2014,11412,11885,819,0.07,11066,2856,0.26,8453,43063,47079,1950,2005,1273,1392,33.9,637,0.22,44,0.02,2571,0.9,14,0,169,0.06,11066,1057,0.1
2015,11412,11572,701,0.06,10871,2839,0.26,8438,41750,45589,1952,2006,1278,1396,33.9,610,0.21,54,0.02,2498,0.88,31,0.01,185,0.07,10871,1018,0.09
2016,11412,11708,689,0.06,11019,2993,0.27,8793,45204,48746,1952,2008,1333,1437,32.6,665,0.22,64,0.02,2579,0.86,45,0.02,188,0.06,11019,1072,0.1
2017,11412,11788,831,0.08,10957,2849,0.26,8792,43140,45550,1951,2009,1395,1473,35.3,590,0.21,76,0.03,2468,0.87,44,0.02,186,0.07,10957,1112,0.1
2018,11412,11871,832,0.08,11039,2833,0.26,7860,40970,42227,1949,2010,1441,1485,37.3,594,0.21,69,0.02,2491,0.88,38,0.01,132,0.05,11039,1122,0.1
2019,11412,11865,770,0.07,11095,2670,0.24,7610,41875,42392,1949,2011,1470,1488,36.1,463,0.17,76,0.03,2341,0.88,39,0.01,169,0.06,11095,1139,0.1
2020,11412,12027,768,0.07,11259,2830,0.25,7662,46525,46525,1949,2012,1486,1486,35.8,503,0.18,58,0.02,2424,0.86,20,0.01,240,0.08,11259,1027,0.09
2012,11413,12919,935,0.08,11984,2906,0.24,8774,54079,60961,1957,2004,1471,1658,31.9,506,0.17,17,0.01,2719,0.94,16,0.01,150,0.05,11984,920,0.08
2013,11413,12962,848,0.07,12114,3036,0.25,9142,49239,54704,1960,2005,1441,1601,32.5,598,0.2,20,0.01,2786,0.92,54,0.02,163,0.05,12114,932,0.08
2014,11413,13109,846,0.07,12263,3133,0.26,9620,47953,52424,1958,2006,1506,1646,33,590,0.19,5,0,2892,0.92,49,0.02,146,0.05,12263,900,0.07
2015,11413,13090,751,0.06,12339,3323,0.27,10097,49012,53519,1957,2007,1502,1640,32.5,767,0.23,21,0.01,3014,0.91,43,0.01,178,0.05,12339,936,0.08
2016,11413,13103,736,0.06,12367,3479,0.28,10651,44886,48403,1957,2009,1538,1658,33,722,0.21,27,0.01,3176,0.91,37,0.01,171,0.05,12367,924,0.07
2017,11413,12866,733,0.06,12133,3419,0.28,11012,51004,53853,1956,2009,1564,1651,31.9,677,0.2,27,0.01,3127,0.91,44,0.01,204,0.06,12133,912,0.08
2018,11413,13115,759,0.06,12356,3588,0.29,11530,61667,63559,1956,2010,1664,1715,30.1,666,0.19,31,0.01,3319,0.93,22,0.01,200,0.06,12356,979,0.08
2019,11413,13060,763,0.06,12297,3502,0.28,11232,71975,72863,1956,2011,1690,1711,27,725,0.21,32,0.01,3268,0.93,31,0.01,166,0.05,12297,799,0.06
2020,11413,13500,806,0.06,12694,3543,0.28,11251,74884,74884,1958,2011,1748,1748,27.3,798,0.23,13,0,3262,0.92,23,0.01,203,0.06,12694,824,0.06
2012,11414,11673,412,0.04,11261,3029,0.27,7860,54203,61101,1967,2004,1382,1558,30.4,503,0.17,1684,0.56,263,0.09,66,0.02,1143,0.38,11261,1018,0.09
2013,11414,11702,643,0.06,11059,2923,0.26,7235,55010,61115,1969,2005,1435,1594,30.1,508,0.17,1605,0.55,326,0.11,64,0.02,1052,0.36,11059,892,0.08
2014,11414,11635,839,0.08,10796,2750,0.25,7420,56000,61222,1968,2008,1452,1587,31.5,652,0.24,1618,0.59,172,0.06,41,0.01,922,0.34,10796,954,0.09
2015,11414,11622,968,0.09,10654,3072,0.29,8501,55800,60931,1967,2010,1514,1653,29.9,800,0.26,1729,0.56,178,0.06,82,0.03,1092,0.36,10654,1046,0.1
2016,11414,11481,1004,0.1,10477,2917,0.28,7775,55510,59859,1967,2009,1532,1652,33.2,771,0.26,1624,0.56,146,0.05,87,0.03,1025,0.35,10477,1132,0.11
2017,11414,11501,990,0.09,10511,3194,0.3,8881,54583,57632,1964,2010,1509,1593,31.2,925,0.29,1880,0.59,203,0.06,112,0.04,962,0.3,10511,1225,0.12
2018,11414,11409,729,0.07,10680,3227,0.3,8804,53113,54743,1964,2010,1576,1624,34,939,0.29,1919,0.59,144,0.04,112,0.03,906,0.28,10680,1265,0.12
2019,11414,11383,642,0.06,10741,2926,0.27,7675,55208,55889,1961,2009,1636,1656,33.8,715,0.24,1632,0.56,200,0.07,79,0.03,909,0.31,10741,1137,0.11
2020,11414,11746,688,0.06,11058,2842,0.26,6997,54281,54281,1959,2009,1658,1658,33.6,681,0.24,1477,0.52,225,0.08,35,0.01,973,0.34,11058,1330,0.12
2012,11415,9312,879,0.1,8433,5451,0.65,12378,51492,58045,1948,2003,1272,1434,30.6,2470,0.45,2730,0.5,576,0.11,454,0.08,1603,0.29,8433,762,0.09
2013,11415,9233,767,0.09,8466,5437,0.64,11512,51871,57628,1949,2004,1313,1459,30.5,2380,0.44,2725,0.5,546,0.1,501,0.09,1643,0.3,8466,628,0.07
2014,11415,9282,974,0.12,8308,5255,0.63,11019,52891,57823,1949,2004,1373,1501,32.1,2141,0.41,2890,0.55,418,0.08,506,0.1,1370,0.26,8308,854,0.1
2015,11415,9244,994,0.12,8250,5204,0.63,10941,53938,58898,1949,2006,1397,1525,32.7,2288,0.44,2693,0.52,522,0.1,643,0.12,1294,0.25,8250,880,0.11
2016,11415,9420,1096,0.13,8324,5301,0.64,11108,53137,57300,1949,2007,1432,1544,33.9,2436,0.46,2694,0.51,545,0.1,690,0.13,1308,0.25,8324,1034,0.12
2017,11415,9503,1014,0.12,8489,5474,0.64,11659,55508,58608,1949,2008,1461,1543,33,2443,0.45,2828,0.52,544,0.1,658,0.12,1346,0.25,8489,1061,0.12
2018,11415,9521,1142,0.14,8379,5380,0.64,11519,60240,62088,1950,2010,1540,1587,32.2,2416,0.45,2712,0.5,495,0.09,647,0.12,1340,0.25,8379,1041,0.12
2019,11415,9461,1080,0.13,8381,5404,0.64,11306,62719,63493,1952,2011,1578,1597,30.1,2504,0.46,2624,0.49,575,0.11,541,0.1,1562,0.29,8381,911,0.11
2020,11415,8997,1148,0.15,7849,4760,0.61,9910,64536,64536,1951,2012,1600,1600,29.5,2237,0.47,2448,0.51,432,0.09,378,0.08,1384,0.29,7849,799,0.1
2012,11416,7876,956,0.14,6920,3899,0.56,13236,46168,52043,1942,2004,1327,1496,35.2,893,0.23,687,0.18,416,0.11,1020,0.26,1690,0.43,6920,1022,0.15
2013,11416,7877,750,0.11,7127,4026,0.56,13265,46799,51993,1943,2005,1294,1438,34.4,1040,0.26,650,0.16,443,0.11,920,0.23,1878,0.47,7127,1023,0.14
2014,11416,7886,775,0.11,7111,4046,0.57,13498,45219,49436,1943,2006,1318,1441,34,920,0.23,676,0.17,355,0.09,903,0.22,1944,0.48,7111,1101,0.15
2015,11416,7814,680,0.1,7134,4137,0.58,14331,44739,48853,1941,2009,1355,1480,34.6,855,0.21,658,0.16,335,0.08,921,0.22,2133,0.52,7134,1230,0.17
2016,11416,7763,590,0.08,7173,4168,0.58,14520,45061,48591,1939,2010,1384,1492,35.7,789,0.19,679,0.16,343,0.08,951,0.23,2057,0.49,7173,1183,0.16
2017,11416,7771,555,0.08,7216,4145,0.57,14570,47319,49962,1941,2011,1411,1490,34.7,763,0.18,586,0.14,356,0.09,928,0.22,2177,0.53,7216,1124,0.16
2018,11416,7768,551,0.08,7217,4093,0.57,14486,51053,52619,0,2011,1489,1535,34.8,788,0.19,555,0.14,314,0.08,954,0.23,2173,0.53,7217,1065,0.15
2019,11416,7715,530,0.07,7185,3978,0.55,13903,52320,52965,0,2011,1561,1580,33.8,857,0.22,523,0.13,315,0.08,949,0.24,2037,0.51,7185,957,0.13
2020,11416,7979,570,0.08,7409,4122,0.56,13539,52004,52004,0,2012,1577,1577,33.3,792,0.19,558,0.14,316,0.08,937,0.23,2181,0.53,7409,976,0.13
2012,11417,10000,820,0.09,9180,4203,0.46,12120,45509,51300,1951,2005,1290,1454,33,779,0.19,1090,0.26,426,0.1,1019,0.24,1542,0.37,9180,1359,0.15
2013,11417,10229,746,0.08,9483,4299,0.45,12309,44688,49648,1950,2006,1299,1443,32.9,958,0.22,969,0.23,433,0.1,1117,0.26,1592,0.37,9483,1413,0.15
2014,11417,10288,773,0.08,9515,4220,0.44,12757,47095,51486,1950,2006,1334,1458,31.4,1022,0.24,796,0.19,425,0.1,1063,0.25,1740,0.41,9515,1482,0.16
2015,11417,10243,793,0.08,9450,4092,0.43,12947,47553,51926,1949,2007,1334,1457,31.9,906,0.22,860,0.21,458,0.11,1059,0.26,1592,0.39,9450,1505,0.16
2016,11417,10054,790,0.09,9264,3923,0.42,12530,46771,50435,1949,2009,1389,1498,33,960,0.24,823,0.21,355,0.09,954,0.24,1627,0.41,9264,1389,0.15
2017,11417,9827,792,0.09,9035,3594,0.4,12088,48237,50931,1946,2010,1457,1538,33.4,768,0.21,760,0.21,381,0.11,905,0.25,1407,0.39,9035,1293,0.14
2018,11417,9764,704,0.08,9060,3609,0.4,11944,53273,54907,1942,2011,1514,1560,31.7,868,0.24,784,0.22,393,0.11,767,0.21,1513,0.42,9060,1225,0.14
2019,11417,9648,750,0.08,8898,3454,0.39,11364,54815,55491,1948,2011,1604,1624,32.7,791,0.23,862,0.25,382,0.11,764,0.22,1336,0.39,8898,1192,0.13
2020,11417,9577,690,0.08,8887,3632,0.41,12334,62220,62220,1949,2012,1647,1647,31.2,954,0.26,798,0.22,453,0.12,732,0.2,1469,0.4,8887,1161,0.13
2012,11418,11800,780,0.07,11020,6275,0.57,18680,51875,58476,1939,2004,1248,1407,29.7,1625,0.26,1380,0.22,606,0.1,1078,0.17,2961,0.47,11020,1343,0.12
2013,11418,11961,903,0.08,11058,6341,0.57,19091,52540,58371,1939,2005,1295,1439,29.8,1640,0.26,1332,0.21,674,0.11,1284,0.2,2794,0.44,11058,1609,0.15
2014,11418,12084,990,0.09,11094,6509,0.59,19475,53906,58933,1939,2006,1316,1439,29.8,1732,0.27,1394,0.21,758,0.12,1218,0.19,2922,0.45,11094,1642,0.15
2015,11418,12350,979,0.09,11371,6577,0.58,20792,51525,56263,1939,2007,1357,1482,31.9,1694,0.26,1340,0.2,723,0.11,1139,0.17,3122,0.47,11371,1859,0.16
2016,11418,12015,953,0.09,11062,6332,0.57,21322,51778,55835,1939,2009,1395,1504,32.3,1699,0.27,1194,0.19,685,0.11,1163,0.18,3020,0.48,11062,1770,0.16
2017,11418,11842,902,0.08,10940,6278,0.57,21309,55196,58279,1939,2010,1422,1501,31,1631,0.26,1088,0.17,751,0.12,1239,0.2,2995,0.48,10940,1577,0.14
2018,11418,11769,831,0.08,10938,6177,0.56,20649,51884,53476,0,2010,1461,1506,33.3,1637,0.27,1152,0.19,686,0.11,1039,0.17,3070,0.5,10938,1484,0.14
2019,11418,11770,863,0.08,10907,6154,0.56,20800,52985,53639,0,2011,1516,1535,33.7,1729,0.28,1076,0.17,763,0.12,1086,0.18,2932,0.48,10907,1464,0.13
2020,11418,11987,737,0.07,11250,6045,0.54,19085,55323,55323,1942,2012,1568,1568,33.3,1748,0.29,1067,0.18,854,0.14,1058,0.18,2655,0.44,11250,1264,0.11
2012,11419,13164,759,0.06,12405,5502,0.44,19189,35625,40159,1939,2004,1333,1503,44,909,0.17,251,0.05,1162,0.21,1554,0.28,1126,0.2,12405,1928,0.16
2013,11419,13151,644,0.05,12507,5390,0.43,19355,36058,40060,1939,2005,1330,1478,42.5,944,0.18,219,0.04,1170,0.22,1550,0.29,1015,0.19,12507,1972,0.16
2014,11419,13108,686,0.06,12422,5528,0.45,19479,37359,40843,1939,2006,1345,1470,43.4,910,0.16,233,0.04,1154,0.21,1504,0.27,1283,0.23,12422,2027,0.16
2015,11419,13119,762,0.06,12357,5518,0.45,20108,39645,43290,1939,2008,1366,1492,41.9,780,0.14,177,0.03,1127,0.2,1421,0.26,1218,0.22,12357,2081,0.17
2016,11419,13460,787,0.06,12673,5499,0.43,20793,44638,48135,1939,2009,1419,1530,37.4,924,0.17,202,0.04,960,0.17,1446,0.26,1309,0.24,12673,2018,0.16
2017,11419,13512,788,0.06,12724,5234,0.41,19642,47699,50363,1939,2010,1471,1553,36.9,875,0.17,184,0.04,937,0.18,1392,0.27,1218,0.23,12724,1860,0.15
2018,11419,13338,859,0.07,12479,5128,0.41,18793,51377,52953,0,2010,1554,1602,36.7,836,0.16,190,0.04,849,0.17,1442,0.28,1181,0.23,12479,1638,0.13
2019,11419,12948,781,0.06,12167,4661,0.38,17073,58620,59343,0,2011,1628,1648,34.3,843,0.18,120,0.03,735,0.16,1484,0.32,1089,0.23,12167,1336,0.11
2020,11419,13204,707,0.06,12497,4640,0.37,16298,56789,56789,0,2012,1626,1626,35.2,805,0.17,154,0.03,788,0.17,1651,0.36,973,0.21,12497,1417,0.11
2012,11420,14260,752,0.06,13508,4107,0.3,13479,42423,47822,1947,2004,1295,1460,34.9,492,0.12,200,0.05,1340,0.33,712,0.17,1179,0.29,13508,1542,0.11
2013,11420,14104,619,0.05,13485,4088,0.3,13254,38813,43121,1948,2005,1346,1495,38.5,496,0.12,236,0.06,1394,0.34,654,0.16,1075,0.26,13485,1350,0.1
2014,11420,14331,657,0.05,13674,4343,0.32,14574,36323,39710,1950,2006,1406,1537,43.6,576,0.13,237,0.05,1443,0.33,649,0.15,1071,0.25,13674,1680,0.12
2015,11420,14142,668,0.05,13474,4527,0.34,16018,42032,45897,1949,2007,1395,1523,39.7,658,0.15,312,0.07,1212,0.27,818,0.18,1301,0.29,13474,1663,0.12
2016,11420,14111,790,0.06,13321,4551,0.34,15847,45831,49422,1950,2007,1401,1511,37.7,530,0.12,345,0.08,1130,0.25,886,0.19,1252,0.28,13321,1819,0.14
2017,11420,14156,930,0.07,13226,4315,0.33,14645,45620,48168,1950,2008,1457,1538,37.6,585,0.14,336,0.08,997,0.23,992,0.23,1252,0.29,13226,1555,0.12
2018,11420,14180,1021,0.08,13159,4360,0.33,14417,45995,47406,1951,2010,1553,1601,37.6,547,0.13,349,0.08,915,0.21,1103,0.25,1290,0.3,13159,1666,0.13
2019,11420,14321,1200,0.09,13121,4108,0.31,13778,52790,53441,1950,2011,1628,1648,34.7,533,0.13,327,0.08,985,0.24,1083,0.26,1205,0.29,13121,1472,0.11
2020,11420,14205,1163,0.09,13042,3731,0.29,13227,58973,58973,1951,2012,1725,1725,33.6,478,0.13,290,0.08,992,0.27,1051,0.28,1003,0.27,13042,1383,0.11
2012,11421,13078,943,0.08,12135,5881,0.48,19180,42494,47902,1939,2005,1293,1458,35.1,1192,0.2,1077,0.18,539,0.09,773,0.13,3440,0.58,12135,1794,0.15
2013,11421,13065,877,0.07,12188,5700,0.47,18796,45028,50025,1939,2005,1336,1484,33.1,1167,0.2,935,0.16,451,0.08,625,0.11,3629,0.64,12188,1825,0.15
2014,11421,13114,916,0.08,12198,5506,0.45,18307,47693,52140,1939,2006,1374,1502,34,1149,0.21,856,0.16,553,0.1,606,0.11,3389,0.62,12198,1820,0.15
2015,11421,13093,865,0.07,12228,5436,0.44,18248,44286,48358,1939,2007,1396,1524,35.1,1109,0.2,832,0.15,451,0.08,644,0.12,3357,0.62,12228,1778,0.15
2016,11421,13113,993,0.08,12120,5359,0.44,18142,48410,52203,1939,2008,1449,1563,34.1,1109,0.21,778,0.15,370,0.07,676,0.13,3434,0.64,12120,1625,0.13
2017,11421,12907,935,0.08,11972,5127,0.43,17672,50615,53442,1939,2009,1542,1628,33.5,1027,0.2,767,0.15,314,0.06,622,0.12,3338,0.65,11972,1477,0.12
2018,11421,12746,1108,0.1,11638,5178,0.44,17708,53107,54736,0,2011,1612,1661,34.3,1184,0.23,822,0.16,341,0.07,599,0.12,3394,0.66,11638,1245,0.11
2019,11421,12477,928,0.08,11549,5315,0.46,18245,56314,57009,0,2011,1662,1683,35,1358,0.26,785,0.15,286,0.05,723,0.14,3515,0.66,11549,1242,0.11
2020,11421,12389,1064,0.09,11325,5254,0.46,17868,64853,64853,0,2012,1689,1689,33.1,1172,0.22,691,0.13,299,0.06,734,0.14,3518,0.67,11325,1003,0.09
2012,11422,10129,391,0.04,9738,2869,0.29,9029,55048,62053,1961,2005,1602,1806,31.1,822,0.29,116,0.04,2594,0.9,83,0.03,90,0.03,9738,603,0.06
2013,11422,10309,268,0.03,10041,3282,0.33,10317,53407,59334,1961,2006,1603,1781,32.9,897,0.27,137,0.04,2909,0.89,70,0.02,165,0.05,10041,576,0.06
2014,11422,10121,325,0.03,9796,3211,0.33,10131,53973,59006,1960,2007,1584,1732,32.9,913,0.28,134,0.04,2795,0.87,96,0.03,192,0.06,9796,706,0.07
2015,11422,10030,410,0.04,9620,3318,0.34,10818,56857,62085,1959,2009,1593,1739,29.9,888,0.27,124,0.04,2833,0.85,101,0.03,274,0.08,9620,761,0.08
2016,11422,10177,575,0.06,9602,3433,0.36,10925,63566,68546,1958,2010,1581,1705,29.4,829,0.24,134,0.04,2964,0.86,48,0.01,249,0.07,9602,701,0.07
2017,11422,10277,591,0.06,9686,3457,0.36,10740,62841,66351,1959,2010,1629,1720,29.5,822,0.24,117,0.03,3069,0.89,46,0.01,170,0.05,9686,717,0.07
2018,11422,10356,703,0.07,9653,3254,0.34,9328,67553,69626,1960,2011,1722,1775,29.8,716,0.22,103,0.03,2872,0.88,44,0.01,198,0.06,9653,804,0.08
2019,11422,10575,611,0.06,9964,3395,0.34,9852,69683,70543,1959,2011,1775,1797,29.8,640,0.19,97,0.03,3021,0.89,40,0.01,208,0.06,9964,743,0.07
2020,11422,10516,565,0.06,9951,3322,0.33,9462,66626,66626,1961,2013,1824,1824,30.1,919,0.28,85,0.03,2951,0.89,39,0.01,184,0.06,9951,670,0.07
2012,11423,10422,630,0.06,9792,3793,0.39,10315,36026,40611,1947,2004,1158,1305,36.8,568,0.15,259,0.07,2141,0.56,464,0.12,723,0.19,9792,1080,0.11
2013,11423,10532,584,0.06,9948,3862,0.39,10284,38750,43051,1950,2005,1196,1329,36.9,659,0.17,242,0.06,2297,0.59,655,0.17,540,0.14,9948,1184,0.12
2014,11423,10499,538,0.05,9961,4053,0.41,11073,37097,40556,1949,2006,1217,1330,38,625,0.15,281,0.07,2213,0.55,793,0.2,549,0.14,9961,1241,0.12
2015,11423,10418,625,0.06,9793,3951,0.4,10770,39554,43191,1952,2007,1237,1351,36.6,752,0.19,298,0.08,1949,0.49,778,0.2,658,0.17,9793,1114,0.11
2016,11423,10248,615,0.06,9633,4182,0.43,11248,42275,45587,1952,2010,1308,1410,35,945,0.23,264,0.06,2237,0.53,769,0.18,615,0.15,9633,1116,0.12
2017,11423,10362,545,0.06,9817,4220,0.43,11231,42876,45271,1953,2010,1338,1413,34.7,963,0.23,188,0.04,2310,0.55,652,0.15,708,0.17,9817,1046,0.11
2018,11423,10499,712,0.07,9787,4115,0.42,11040,50195,51735,1952,2011,1411,1454,32.3,973,0.24,119,0.03,2336,0.57,508,0.12,781,0.19,9787,954,0.1
2019,11423,10396,794,0.08,9602,4019,0.42,10244,52992,53646,1952,2012,1427,1445,31.5,1112,0.28,48,0.01,2411,0.6,424,0.11,778,0.19,9602,960,0.1
2020,11423,10446,608,0.06,9838,4155,0.42,10617,54741,54741,1952,2012,1431,1431,31.2,1247,0.3,55,0.01,2455,0.59,597,0.14,780,0.19,9838,1226,0.12
2012,11424,0,0,NA,0,0,NA,0,54741,54741,NA,2012,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA
2013,11424,0,0,NA,0,0,NA,0,54741,54741,NA,2012,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA
2014,11424,0,0,NA,0,0,NA,0,54741,54741,NA,2012,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA
2015,11424,0,0,NA,0,0,NA,0,54741,54741,NA,2012,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA
2016,11424,0,0,NA,0,0,NA,0,54741,54741,NA,2012,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA
2017,11424,0,0,NA,0,0,NA,0,54741,54741,NA,2012,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA
